"name","url"
"Recime","recime.io"
"Recursion Pharmaceuticals","recursionpharma.com"
"Recursion Pharmaceuticals","recursionpharma.com"
"Redspace","redspace.com"
"Reduct","reduct.io"
"Refinitiv Labs","refinitiv.comenlabs"
"Reflektion","reflektion.com"
"Rekognition Amazon","aws.amazon.comrekognition"
"Relativity6","relativity6.com"
"Remesh","remesh.ai"
"Reminiz","reminiz.com"
"Remove.bg","remove.bg"
"RephraseAl","rephrase.ai"
"Replex","replex.io"
"Rescale","rescale.com"
"Resemble AI","resemble.ai"
"Resonai","resonai.com"
"Reveal Group","revealgroup.com"
"Reverberate","reverberate.ai"
"Reverie Labs","reverielabs.com"
"ReziAI","rezi.ai"
"Ribon","ribon.io"
"RightIndem","rightindem.com"
"Riminder","riminder.net"
"Roam Analytics","roamanalytics.ai"
"Roam around","roamaroo.comroamaround"
"Robotiq","robotiq.com"
"Robovision","robovision.ai"
"Robust Intelligence","robustintelligence.com"
"RoomGPT","roomgpt.io"
"Rulai","rulai.ai"
"Ruum","ruumapp.com"
"Salesforce","salesforce.com"
"Saleswhale","saleswhale.com: an AI-powered virtual assistant for sales and marketing teams."
"SambaNova Systems","sambanova.ai"
"Scale AI","scale.com: an AI-powered data annotation platform for training machine learning models."
"Scale AI","scale.com"
"SenseTime","sensetime.com: an AI company that provides face recognition, image recognition, and video analysis technologies for various industries such as healthcare, finance, and retail."
"SentinelOne","sentinelone.com"
"Senzing","senzing.com: an AI-powered entity resolution software company that helps businesses in various industries such as finance and security to identify, resolve, and manage entities in data sets."
"SevenRooms","sevenrooms.com"
"Sherpa","sherpa.ai: an AI-powered personal assistant for scheduling, reminders, and recommendations."
"SiFive","sifive.com"
"Sift Science","sift.com"
"Sigtuple","sigtuple.com: a healthcare company that uses AI to automate medical diagnosis."
"Singular","singular.net: a marketing analytics platform powered by AI."
"SingularityNET","singularitynet.io"
"Skaleet","skaleet.com: an AI company that develops natural language processing and conversational AI solutions."
"Snyk","snyk.io"
"Social AI","http:socialai.gatech.edu"
"Socure","socure.com"
"SoundHound","soundhound.com: an AI company that develops voice-enabled conversational intelligence and sound recognition technologies."
"SparkCognition","sparkcognition.com: an enterprise software company that offers AI-powered industrial solutions for various industries such as energy, aviation, and manufacturing."
"SparkCognition","sparkcognition.com"
"Spectral","spectral.com"
"Splunk","splunk.com"
"Squarespace","squarespace.com"
"StabilityAl","stability.ai"
"Stack Overflow","stackoverflow.com"
"Stitch Fix","stitchfix.com"
"Study Al","studyai.org"
"SuggestyAl","suggestyal.com"
"Suki.AI","suki.ai: an AI-powered digital assistant for healthcare providers."
"Sukiennice","sukiennice.ai: an AI company that develops computer vision and machine learning solutions for various industries."
"SukiPlus","sukiplus.com: a healthcare AI company that provides a voice-enabled digital assistant for physicians to streamline documentation."
"Sukya","sukiya.ai: an AI company that provides personalized nutrition recommendations based on dietary habits and health goals."
"SupercreatorAl","supercreatoral.com"
"SupernormalAl","supernormalal.com"
"Sword Health","swordhealth.com: a digital physical therapy solution that uses AI to personalize treatment programs."
"Synamedia","synamedia.com: an AI company that provides video delivery and optimization solutions for pay-TV operators and media companies."
"Synerise","synerise.com: an AI-powered marketing automation platform for enterprises."
"SynerScope","synerscope.com: an AI-powered data discovery and analysis platform for businesses."
"Synopsys","synopsys.com"
"Synthetix","synthetix.com: an AI-powered customer service platform for businesses."
"Syntiant","syntiant.com: an AI company that develops low-power AI semiconductor solutions for voice and sensor applications."
"Systems Laboratory ACSL","http:acsl.seas.harvard.edu"
"Talkdesk","talkdesk.com"
"Tamoco","tamoco.com"
"Tamr","tamr.com"
"Tanjo","tanjo.ai"
"TARA AI","tara.ai"
"Tata Consultancy Services","tcs.com"
"Tautology","tautology.ai"
"TazData","tazdata.com"
"TealBook","tealbook.com"
"TechSee","techsee.me"
"Teckro","teckro.com"
"Tempered Networks","temperednetworks.com"
"Teneo","teneo.ai"
"TensorFlight","tensorflight.com"
"TensorWatch","github.commicrosofttensorwatch"
"TensorWise","tensorwise.ai"
"Teraki","teraki.com"
"TerminusDB","terminusdb.com"
"Textio","textio.com"
"Textkernel","textkernel.com"
"Thematic","getthematic.com"
"ThetaRay","thetaray.com"
"Thetaris","thetaris.com"
"ThinkData Works","thinkdataworks.com"
"ThinkIQ","thinkiq.com"
"Third Wave Analytics","thirdwaveanalytics.com"
"ThoughtSpot","thoughtspot.com"
"ThoughtSpot","thoughtspot.com"
"ThreeFlow","threeflow.com"
"ThryveAI","thryveai.com"
"Topi","topi.io"
"Topos Labs","toposlabs.com"
"Tove","trove.com"
"Tractable","tractable.ai"
"Transcelestial Technologies","transcelestial.com"
"Transcriptic","transcriptic.com"
"TransFICC","transficc.com"
"Transmetrics","transmetrics.eu"
"Tray.io","tray.io"
"Trianz","trianz.com"
"Tricog Health","tricoghealth.com"
"Trifacta","trifacta.com"
"Trill AI","trill.ai"
"Tropic","tropic.ai"
"Truepic","truepic.com"
"Truera","truera.com"
"Trust","trustai.eu"
"TrustaBit","trustabit.com"
"Turing","turing.com"
"Turo","turo.com"
"TuSimple","tusimple.com"
"Twilio","twilio.com"
"UbiOps","ubiops.com an AI deployment platform that allows developers to deploy and scale their ML models."
"Ubiquity6","ubiquity6.com"
"Ufora","ufora.com"
"UiPath","uipath.com"
"UiPath","uipath.com"
"Umbo Computer Vision","umbocv.ai"
"Umbra","umbra3d.com"
"Umbrella Network","umb.network"
"Unacast","unacast.com"
"Unbabel","unbabel.com"
"Understand.ai","understand.ai a provider of training and validation data for autonomous vehicles and other AI applications."
"Unearth Technologies","unearthlabs.com an AI-powered platform for construction and infrastructure projects."
"Unity Technologies","unity.com"
"Unlearn.AI","unlearn.ai"
"Unleash.live","unleash.live"
"Unsupervised","unsupervised.com"
"Unsupervised Labs","unsupervised.comlabs"
"Upside AI","upsideai.com"
"Uptycs","uptycs.com a security analytics platform that uses ML to provide real-time threat detection and response."
"Upwork","upwork.com"
"UserTesting","usertesting.com a user research platform that uses AI and machine learning to provide user insights."
"Valence Health","valencediscovery.com"
"Valla","valla.com"
"Valohai","valohai.com"
"VantageAI","vantageai.ai"
"Vector AI","vector-ai.com"
"Verbit","verbit.ai"
"Verily","verily.com"
"Verily Life Sciences","verily.comlife-sciences.html"
"Verkada","verkada.com"
"Verloop","verloop.io"
"Veros Systems","verossystems.com"
"Verusen","verusen.com"
"Vic.ai","vic.ai"
"Vicarious","vicarious.com"
"Vicarious","vicarious.com"
"Vion Labs","vionlabs.com"
"VividWorks","vividworks.com"
"Viz.ai","viz.ai"
"Vizion.ai","vizion.ai"
"VMware","vmware.com"
"Voyager Labs","voyagerlabs.co"
"Vyasa Analytics","vyasa.com"
"Vymo","getvymo.com"
"Vynca","vyncahealth.com"
"Waitroom AI","waitroom.comlandingsumma-ai-meeting-assistant"
"Wand","wandb.com"
"Wand AI","wandb.com"
"Wandera","wandera.com"
"WaveAI","wave.ai"
"Wavenet","wavenetuk.com"
"Waymo","waymo.com"
"Wayve","wayve.ai"
"WeaveGrid","weavegrid.com"
"Wefox","wefox.com"
"Weightless.ai","weightless.ai"
"Weights and Biases","wandb.com"
"Wejo","wejo.com"
"Weka","cs.waikato.ac.nzmlweka"
"Welligent","welligent.com"
"WellSaid Labs","wellsaidlabs.com"
"Wenco International Mining Systems","wencomining.com"
"Wever","wever.com"
"WhaleLend","whalelend.com"
"Whetlab","crunchbase.comorganizationwhetlab"
"Whimsical","whimsical.com"
"Whispr","whispr.ai"
"WhyLabs","whylabs.ai"
"Wia","wia.io"
"WillowTree","willowtreeapps.com"
"Winding Tree","windingtree.com"
"WiSAR Lab","wisar.ie"
"Wise","wise.com"
"Wit.ai","wit.ai"
"Witbe","witbe.net"
"Within3","within3.com"
"Woflow","woflow.ai"
"Wolfram Alpha","wolframalpha.com"
"Wolox","wolox.com.ar"
"Wondeur AI","wondeur.ai"
"Wordtune","wordtune.com"
"WorkFusion","workfusion.com"
"Woven Planet Holdings","woven-planet.global"
"WriteSonicAl","writesonic.com"
"Wysa","wysa.io"
"Wysdom.AI","wysdom.ai"
"Xesto.ai","xesto.ai"
"Ximilar","ximilar.com"
"Xineoh","xineoh.com"
"Xnor.ai","xnor.ai"
"Xnor's AI Edge Inference Platform","xnor.aiedge-inference-platform"
"Xnor's AI Sensing Platform","xnor.aiai-sensing-platform"
"Xnor's AI2GO","xnor.aiai2go"
"Xometry","xometry.com"
"Xpansiv","xpansiv.com"
"Xperiel","xperiel.com"
"Yandex","yandex.com: A Russian technology company that offers a range of AI-powered services including search engines, speech recognition, and virtual assistants."
"Yellow Messenger","yellowmessenger.com: A conversational AI platform for businesses to automate customer engagement."
"Yellowbox","yellowbox.ai: An AI-powered chatbot platform for customer service."
"Yellowbrick Data","yellowbrick.com"
"Yewno","yewno.com: An AI company that uses machine learning and natural language processing to analyze complex data and provide insights for financial, academic, and research institutions."
"Yitu Technology","yitutech.com: A Chinese AI company that develops facial recognition technology for applications such as public safety and healthcare."
"Yonder","yonder-ai.com: An AI-powered social media intelligence platform for brand monitoring."
"Your.MD","your.md: An AI-powered personal health assistant app."
"Yseop","yseop.com: A natural language generation platform for enterprise customers."
"YuJa","yuja.com: An AI-powered enterprise video platform for education and corporate markets."
"YuLife","yulife.com: An AI-powered life insurance company that incentivizes customers to make healthier choices through its app."
"Zebra Technologies","zebra.com"
"Zscaler","zscaler.com"
